URL da vaga,Nome da vaga,Nome da empresa,URL da Empresa,Modelo de contratação,Tipo de contratação,Nível de experiência,Número de candidaturas da vaga,Data da postagem da vaga,Horario do scraping,Numero de funcionarios da empresa,Número de seguidores da empresa,Local sede,URL da candidatura
https://br.linkedin.com/jobs/view/auxiliar-de-enfermagem-do-trabalho-at-almaviva-3543125002?refId=1YimmY1x%2FJI7Tu7Dd2vtGA%3D%3D&trackingId=hwOgzIOKQQI%2FCrbEZrC1AA%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,b'Auxiliar de Enfermagem do Trabalho',b'Almaviva',https://co.linkedin.com/company/almavivaintegracionlogistica?trk=public_jobs_jserp-result_job-search-card-subtitle,...,Tempo integral,Assistente,Não informado,2023-03-23,2023-03-28 15:55:36.594436
https://br.linkedin.com/jobs/view/assistente-de-cadastro-at-infracommerce-3526194541?refId=1YimmY1x%2FJI7Tu7Dd2vtGA%3D%3D&trackingId=uzmnvnDEbHsWSwChZ5RZ8g%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,b'ASSISTENTE DE CADASTRO',b'Infracommerce',https://br.linkedin.com/company/infracommerce?trk=public_jobs_jserp-result_job-search-card-subtitle,...,Tempo integral,Não aplicável,Não informado,2023-03-23,2023-03-28 15:55:38.463091
https://br.linkedin.com/jobs/view/desenhista-projetista-at-trabalhabrasil-3533269441?refId=1YimmY1x%2FJI7Tu7Dd2vtGA%3D%3D&trackingId=0hsKoZ9yC1NnVc2yFrNv8w%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,b'Desenhista Projetista',b'TrabalhaBrasil',https://br.linkedin.com/company/trabalhabrasil?trk=public_jobs_jserp-result_job-search-card-subtitle,...,Tempo integral,Assistente,Não informado,2023-03-23,2023-03-28 15:55:39.800231
https://br.linkedin.com/jobs/view/operador-de-telemarketing-at-infracommerce-3545275790?refId=1YimmY1x%2FJI7Tu7Dd2vtGA%3D%3D&trackingId=m4%2FMUm6ofx5XDiHZ4y0rig%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,b'OPERADOR DE TELEMARKETING',b'Infracommerce',https://br.linkedin.com/company/infracommerce?trk=public_jobs_jserp-result_job-search-card-subtitle,...,Tempo integral,Não aplicável,Não informado,2023-03-23,2023-03-28 15:55:41.146074
https://br.linkedin.com/jobs/view/redator-a-at-essenza-comunica%C3%A7%C3%A3o-3525245864?refId=1YimmY1x%2FJI7Tu7Dd2vtGA%3D%3D&trackingId=v0hPW5Qoc3DFv4%2BTL8t3Xg%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,b'Redator(a)',b'Essenza Comunica\xc3\xa7\xc3\xa3o',https://br.linkedin.com/company/essenzacomunica%C3%A7%C3%A3o?trk=public_jobs_jserp-result_job-search-card-subtitle,...,Tempo integral,Pleno-sênior,Não informado,2023-03-23,2023-03-28 15:55:42.664512
https://br.linkedin.com/jobs/view/assistente-administrativo-at-newbacon-3526782470?refId=1YimmY1x%2FJI7Tu7Dd2vtGA%3D%3D&trackingId=xmGxsjFhbxIlQe2QObCODQ%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,b'Assistente Administrativo',b'Newbacon',https://br.linkedin.com/company/newbacon?trk=public_jobs_jserp-result_job-search-card-subtitle,...,Tempo integral,Pleno-sênior,94 candidaturas,2023-03-23,2023-03-28 15:55:44.113906
https://br.linkedin.com/jobs/view/freela-assistente-de-reda%C3%A7%C3%A3o-at-ag%C3%AAncia-bee-creative-3447587025?refId=1YimmY1x%2FJI7Tu7Dd2vtGA%3D%3D&trackingId=g7dOeHhUzMXlW4f8%2B%2BvJiQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,b'[FREELA] Assistente de Reda\xc3\xa7\xc3\xa3o',b'Ag\xc3\xaancia Bee Creative',https://br.linkedin.com/company/agenciabeecreative?trk=public_jobs_jserp-result_job-search-card-subtitle,...,Tempo integral,Assistente,Não informado,2023-03-23,2023-03-28 15:55:45.588126
https://br.linkedin.com/jobs/view/assistente-departamento-pessoal-at-sos-pdv-3520414080?refId=1YimmY1x%2FJI7Tu7Dd2vtGA%3D%3D&trackingId=1KUQkzjrHxclEcGeUqFgeQ%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,b'Assistente Departamento Pessoal',b'SOS PDV',https://br.linkedin.com/company/sospdv?trk=public_jobs_jserp-result_job-search-card-subtitle,...,Tempo integral,Não aplicável,83 candidaturas,2023-03-23,2023-03-28 15:55:47.221820
https://br.linkedin.com/jobs/view/redator-publicit%C3%A1rio-at-bsn-creatives-3539225956?refId=1YimmY1x%2FJI7Tu7Dd2vtGA%3D%3D&trackingId=gEbpf%2B8Aj2fcFUBgu3YcFA%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,b'Redator Publicit\xc3\xa1rio',b'BSN Creatives',https://br.linkedin.com/company/bsn-creative-studio?trk=public_jobs_jserp-result_job-search-card-subtitle,...,Tempo integral,Assistente,Não informado,2023-03-23,2023-03-28 15:55:48.744987
https://br.linkedin.com/jobs/view/assistente-de-marketing-at-marco-3542217624?refId=1YimmY1x%2FJI7Tu7Dd2vtGA%3D%3D&trackingId=M6%2BWP6xULj2xaWtfviS%2FpA%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,b'Assistente De Marketing',b'MARCO',https://es.linkedin.com/company/marcoagency?trk=public_jobs_jserp-result_job-search-card-subtitle,...,Tempo integral,Assistente,Não informado,2023-03-23,2023-03-28 15:55:50.105656
https://br.linkedin.com/jobs/view/redator-a-publicit%C3%A1rio-at-ag%C3%AAncia-lab8-3530406890?refId=1YimmY1x%2FJI7Tu7Dd2vtGA%3D%3D&trackingId=rHJa7Rw4f4EdvXZQSzRtiw%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,b'Redator(a) Publicit\xc3\xa1rio',b'Ag\xc3\xaancia Lab8',https://br.linkedin.com/company/ag%C3%AAncia-lab8?trk=public_jobs_jserp-result_job-search-card-subtitle,...,Tempo integral,Pleno-sênior,72 candidaturas,2023-03-23,2023-03-28 15:55:51.827379
https://br.linkedin.com/jobs/view/agente-de-atendimento-receptivo-po%C3%A1-at-tmkt-3489356133?refId=1YimmY1x%2FJI7Tu7Dd2vtGA%3D%3D&trackingId=BuNVvJLPbczAWLWGjUnyNA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,b'Agente De Atendimento - Receptivo - Po\xc3\xa1',b'TMKT',https://br.linkedin.com/company/tmkt?trk=public_jobs_jserp-result_job-search-card-subtitle,...,Tempo integral,Pleno-sênior,134 candidaturas,2023-03-23,2023-03-28 15:55:53.254285
https://br.linkedin.com/jobs/view/atendente-central-telemarketing-financeiro-banc%C3%A1rio-at-base-consultoria-3539324105?refId=1YimmY1x%2FJI7Tu7Dd2vtGA%3D%3D&trackingId=HGqCyWRd7g%2FLsyRCdrD5wQ%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,b'Atendente Central Telemarketing - Financeiro/Banc\xc3\xa1rio',b'Base Consultoria',https://br.linkedin.com/company/baseconsultoria?trk=public_jobs_jserp-result_job-search-card-subtitle,...,Tempo integral,Assistente,60 candidaturas,2023-03-23,2023-03-28 15:55:54.584939
https://br.linkedin.com/jobs/view/recepcionista-at-grupo-guia-3537496518?refId=1YimmY1x%2FJI7Tu7Dd2vtGA%3D%3D&trackingId=5hzwXdKhiT2EGD8n0g4FHw%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,b'Recepcionista',b'Grupo Guia',https://br.linkedin.com/company/grupoguiarh?trk=public_jobs_jserp-result_job-search-card-subtitle,...,Tempo integral,Não aplicável,26 candidaturas,2023-03-23,2023-03-28 15:55:56.013874
https://br.linkedin.com/jobs/view/telefonista-at-bne-banco-nacional-de-empregos-3505265267?refId=1YimmY1x%2FJI7Tu7Dd2vtGA%3D%3D&trackingId=0f23JGUEKwfDebpFgmb5%2BA%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,b'Telefonista',b'BNE - Banco Nacional de Empregos',https://br.linkedin.com/company/bneempregos?trk=public_jobs_jserp-result_job-search-card-subtitle,...,Tempo integral,Assistente,100 candidaturas,2023-03-23,2023-03-28 15:55:57.641875
